nome,tecnologia,outrosDetalhes,tecnologias,nivel,remoto,salario,salario_maximo,Tecnologia 1,Tecnologia 2,Tecnologia 3,Tecnologia 4,Tecnologia 5,Tecnologia 6,Tecnologia 7,Tecnologia 8,Tecnologia 9,Tecnologia 10,Tecnologia 11,Tecnologia 12
"Vencida, Desenvolvedor Back-End PHP pleno","Node.js,MySQL,Laravel","Mkt Virtual,Santos,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora","['Node.js', 'MySQL', 'Laravel']",Pleno,Não Remoto,CLT,,Node.js,MySQL,Laravel,,,,,,,,,
"Vencida, Desenvolvedor Pleno PHP (Laravel)","MySQL,Laravel,Git","Boost,Florianópolis,Startup,Até R$5.000,Pleno,PJ,Aceita candidatos de fora","['MySQL', 'Laravel', 'Git']",Pleno,Não Remoto,PJ,5.000,MySQL,Laravel,Git,,,,,,,,,
"Vencida, Tech Lead","Spring,RESTful,ReactJS,Java,AWS EC2 (Elastic Compute Cloud)","hCentrix,São Paulo,Startup,Até R$18.000,Sênior,CLT / PJ,Aceita candidatos de fora","['Spring', 'RESTful', 'ReactJS', 'Java', 'AWS EC2 (Elastic Compute Cloud)']",Não especificado,Não Remoto,CLT / PJ,18.000,Spring,RESTful,ReactJS,Java,AWS EC2 (Elastic Compute Cloud),,,,,,,
"Vencida, Desenvolvedor(a) Full Stack C#, Angular",".NET,Entity framework,C#,Angular","Capta Tecnologia,São Paulo,Pequena/média empresa,Até R$10.000,Sênior,CLT / PJ,Aceita candidatos de fora","['.NET', 'Entity framework', 'C#', 'Angular']",Não especificado,Não Remoto,CLT / PJ,10.000,.NET,Entity framework,C#,Angular,,,,,,,,
"Vencida, Desenvolvedor(a) Android Pleno","XML,Java,Android","Fingerprint Digital,Barueri,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora","['XML', 'Java', 'Android']",Pleno,Não Remoto,CLT,5.000,XML,Java,Android,,,,,,,,,
"Vencida, Desenvolvedor(a) iOS","Swift,iOS,Git,API","IN8 Serviços Online,Belo Horizonte,Pequena/média empresa,Até R$10.000,Sênior,PJ,Aceita candidatos de fora","['Swift', 'iOS', 'Git', 'API']",Não especificado,Não Remoto,PJ,10.000,Swift,iOS,Git,API,,,,,,,,
"Vencida, Desenvolvedor(a) React Senior ","JavaScript,CSS,ReactJS","Nexo AI,São Paulo,Startup,Até R$12.000,Sênior,PJ,Aceita candidatos de fora","['JavaScript', 'CSS', 'ReactJS']",Não especificado,Não Remoto,PJ,12.000,JavaScript,CSS,ReactJS,,,,,,,,,
"Vencida, Desenvolvedor(a) C#",".NET,SQL Server,C#","TINO,São Paulo,Pequena/média empresa,Até R$10.000,Pleno,CLT / PJ,Não aceita candidatos de fora","['.NET', 'SQL Server', 'C#']",Não especificado,Não Remoto,CLT / PJ,10.000,.NET,SQL Server,C#,,,,,,,,,
"Vencida, Desenvolvedor(a) PHP","SQL,PHP,JavaScript","AURORA VIEIRA DA ROSA WAQUED,Campo grande ,Pequena/média empresa,Até R$2.500,Pleno,CLT,Não aceita candidatos de fora","['SQL', 'PHP', 'JavaScript']",Não especificado,Não Remoto,CLT,2.500,SQL,PHP,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack - Ruby on Rails","Ruby on Rails,PostgreSQL,jQuery","eStracta Tecnologia,São Paulo,Startup,Até R$7.000,Pleno,PJ,Aceita candidatos de fora","['Ruby on Rails', 'PostgreSQL', 'jQuery']",Não especificado,Não Remoto,PJ,7.000,Ruby on Rails,PostgreSQL,jQuery,,,,,,,,,
"Vencida, Desenvolvedor(a) Delphi Junior","Delphi,SQL Server,PostgreSQL","Humanitarian,Bragança Paulista,Pequena/média empresa,Júnior,CLT,Aceita candidatos de fora","['Delphi', 'SQL Server', 'PostgreSQL']",Não especificado,Não Remoto,CLT,,Delphi,SQL Server,PostgreSQL,,,,,,,,,
"Vencida, #SP Desenvolvedor(a) Python","Python,PostgreSQL,jQuery,Django,CSS,API","NA5,São Paulo,Startup,Pleno,CLT,Aceita candidatos de fora","['Python', 'PostgreSQL', 'jQuery', 'Django', 'CSS', 'API']",Não especificado,Não Remoto,CLT,,Python,PostgreSQL,jQuery,Django,CSS,API,,,,,,
"Vencida, Desenvolvedor(a) Ionic Pleno","iOS,Ionic,Android","Dorel Juvenile,São Paulo,Pequena/média empresa,Até R$6.000,Pleno,PJ,Aceita candidatos de fora","['iOS', 'Ionic', 'Android']",Pleno,Não Remoto,PJ,6.000,iOS,Ionic,Android,,,,,,,,,
"Vencida, Programador(a) Node.js","Node.js,JSON,Git,AWS RDS (Relational Database Service),API,AWS EC2 (Elastic Compute Cloud)","Maqplan Software,Brasília - DF,Pequena/média empresa,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora","['Node.js', 'JSON', 'Git', 'AWS RDS (Relational Database Service)', 'API', 'AWS EC2 (Elastic Compute Cloud)']",Não especificado,Não Remoto,CLT / PJ,5.000,Node.js,JSON,Git,AWS RDS (Relational Database Service),API,AWS EC2 (Elastic Compute Cloud),,,,,,
"Vencida, Desenvolvedor Mobile Pleno","React Native,iOS,Ionic,Angular,Android","FSBR - Fábrica de Software do Brasil,Recife,Pequena/média empresa,Até R$3.500,Pleno,CLT / PJ,Aceita candidatos de fora","['React Native', 'iOS', 'Ionic', 'Angular', 'Android']",Pleno,Não Remoto,CLT / PJ,3.500,React Native,iOS,Ionic,Angular,Android,,,,,,,
"Vencida, Desenvolvedor(a) NodeJS Pleno","MySQL,Git,Node.js","Lyra Network Telecomunicações,São Paulo,Pequena/média empresa,Até R$6.000,Pleno,PJ,Não aceita candidatos de fora","['MySQL', 'Git', 'Node.js']",Pleno,Não Remoto,PJ,6.000,MySQL,Git,Node.js,,,,,,,,,
"Vencida, Estágio de Desenvolvimento C#, ASP .NET Júnior","Git,.NET,C#","VINCI Energies,Contagem,Pequena/média empresa,Até R$2.000,Júnior,Estágio,Aceita candidatos de fora","['Git', '.NET', 'C#']",Júnior,Não Remoto,Estágio,2.000,Git,.NET,C#,,,,,,,,,
"Vencida, Desenvolvedor(a) .NET","SQL Server,ASP,.NET","MIcroware Engenharia,Sao Paulo,Pequena/média empresa,Pleno,CLT / PJ,Aceita candidatos de fora","['SQL Server', 'ASP', '.NET']",Não especificado,Não Remoto,CLT / PJ,,SQL Server,ASP,.NET,,,,,,,,,
"Vencida, Desenvolvedor(a) Phyton (Kriging) - Remoto","RESTful,Git,Python","DataFarm,Remoto,Pequena/média empresa,Pleno,CLT / PJ,Aceita candidatos de fora","['RESTful', 'Git', 'Python']",Não especificado,Remoto,CLT / PJ,,RESTful,Git,Python,,,,,,,,,
"Vencida, Pessoa Desenvolvedora Mobile iOs","Swift,Objective-C,iOS","Sympla,Belo Horizonte,Startup,Sênior,CLT,Aceita candidatos de fora","['Swift', 'Objective-C', 'iOS']",Não especificado,Não Remoto,CLT,,Swift,Objective-C,iOS,,,,,,,,,
"Vencida, Desenvolvedor PHP Estágio","MySQL,PHP,JavaScript","uConecte,Belo Horizonte,Pequena/média empresa,Júnior,Estágio,Não aceita candidatos de fora","['MySQL', 'PHP', 'JavaScript']",Não especificado,Não Remoto,Estágio,,MySQL,PHP,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor ReactJS Jr","ReactJS,JavaScript,HTML,CSS","Lefisc Legislação Fiscal,Porto Alegre,Pequena/média empresa,Até R$2.000,Júnior,CLT,Não aceita candidatos de fora","['ReactJS', 'JavaScript', 'HTML', 'CSS']",Não especificado,Não Remoto,CLT,2.000,ReactJS,JavaScript,HTML,CSS,,,,,,,,
"Vencida, Desenvolvedor(a) JavaEE","JavaEE,Hibernate,Spring","BELAGO TECHNOLOGIES INFORMATICA LTDA,São Paulo,Pequena/média empresa,Sênior,CLT,Aceita candidatos de fora","['JavaEE', 'Hibernate', 'Spring']",Não especificado,Não Remoto,CLT,,JavaEE,Hibernate,Spring,,,,,,,,,
"Vencida, Desenvolvedor PHP, HTML5, CSS3 e WordPress Pleno","WordPress,PHP,HTML,CSS","DSOP,São Paulo,Pequena/média empresa,Até R$3.500,Pleno,CLT / PJ,Aceita candidatos de fora","['WordPress', 'PHP', 'HTML', 'CSS']",Pleno,Não Remoto,CLT / PJ,3.500,WordPress,PHP,HTML,CSS,,,,,,,,
"Vencida, DESENVOLVEDOR(A) WEB (ANGULAR + HTML + CSS)","JavaScript,HTML,CSS,Angular","Cobmax,São José do Rio Preto,Pequena/média empresa,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora","['JavaScript', 'HTML', 'CSS', 'Angular']",Não especificado,Não Remoto,CLT / PJ,5.000,JavaScript,HTML,CSS,Angular,,,,,,,,
"Vencida, Desenvolvedor Fullstack Sênior","ReactJS,Node.js,MongoDB","Kludo,SAO PAULO,Startup,Até R$8.000,Sênior,CLT,Aceita candidatos de fora","['ReactJS', 'Node.js', 'MongoDB']",Sênior,Não Remoto,CLT,8.000,ReactJS,Node.js,MongoDB,,,,,,,,,
"Vencida, Desenvolvedor(a) Java JSF","MySQL,Java,CSS","Magictrade Sistemas ,Pinhais,Startup,Até R$2.500,Pleno,CLT,Aceita candidatos de fora","['MySQL', 'Java', 'CSS']",Não especificado,Não Remoto,CLT,2.500,MySQL,Java,CSS,,,,,,,,,
"Vencida, Desenvolvedor(a) .NET Pleno [REMOTO]","SQL Server,.NET,jQuery,Entity framework,CSS,C#","PCare,Remoto,Startup,Até R$4.000,Pleno,PJ,Aceita candidatos de fora","['SQL Server', '.NET', 'jQuery', 'Entity framework', 'CSS', 'C#']",Pleno,Remoto,PJ,4.000,SQL Server,.NET,jQuery,Entity framework,CSS,C#,,,,,,
"Vencida, Desenvolvedor Ruby on Rails","Ruby on Rails,JavaScript,Git","DSOP,São Paulo,Pequena/média empresa,Até R$2.500,Júnior,PJ,Aceita candidatos de fora","['Ruby on Rails', 'JavaScript', 'Git']",Não especificado,Não Remoto,PJ,2.500,Ruby on Rails,JavaScript,Git,,,,,,,,,
"Vencida, Desenvolvedor(a) Front-end","HTML,Drupal,CSS,JavaScript","WEBJUMP,São Paulo,Pequena/média empresa,Até R$8.000,Pleno,PJ,Aceita candidatos de fora","['HTML', 'Drupal', 'CSS', 'JavaScript']",Não especificado,Não Remoto,PJ,8.000,HTML,Drupal,CSS,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) PHP Web Jr","PHP,MySQL,CSS,HTML,JavaScript","Dox Pay,São Paulo,Startup,Até R$3.000,Júnior,CLT,Aceita candidatos de fora","['PHP', 'MySQL', 'CSS', 'HTML', 'JavaScript']",Não especificado,Não Remoto,CLT,3.000,PHP,MySQL,CSS,HTML,JavaScript,,,,,,,
"Vencida, Desenvolvedor Android","RESTful,Kotlin,Java","Redspark,São Paulo,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora","['RESTful', 'Kotlin', 'Java']",Não especificado,Não Remoto,CLT,5.000,RESTful,Kotlin,Java,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack React + Java 8","Java,JavaScript,ReactJS,SQL Server","Nova Tendência Informática Ltda,Juiz de Fora,Pequena/média empresa,Até R$7.000,Sênior,CLT,Aceita candidatos de fora","['Java', 'JavaScript', 'ReactJS', 'SQL Server']",Não especificado,Não Remoto,CLT,7.000,Java,JavaScript,ReactJS,SQL Server,,,,,,,,
"Vencida, Desenvolvedor(a) de APPs","Firebase,Ionic,MySQL,ReactJS,PHP","iProduce Soluções de Produção,Osasco,Startup,Até R$3.000,Júnior,PJ,Não aceita candidatos de fora","['Firebase', 'Ionic', 'MySQL', 'ReactJS', 'PHP']",Não especificado,Não Remoto,PJ,3.000,Firebase,Ionic,MySQL,ReactJS,PHP,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack - NodeJS","JavaScript,Ionic,Node.js","Seller's Analitycs,Florianopolis,Startup,Júnior,PJ,Não aceita candidatos de fora","['JavaScript', 'Ionic', 'Node.js']",Não especificado,Não Remoto,PJ,,JavaScript,Ionic,Node.js,,,,,,,,,
"Vencida, ,[email protected], Android Sr","Java,Kotlin,Android","CUCOHealth,São Paulo,Startup,Até R$15.000,Sênior,PJ,Não aceita candidatos de fora","['Java', 'Kotlin', 'Android']",Não especificado,Não Remoto,PJ,15.000,Java,Kotlin,Android,,,,,,,,,
"Vencida, Desenvolvedor(a) Back Ende NODE.JS","RESTful,Node.js,MongoDB","PCare,Remoto,Startup,Até R$3.500,Pleno,PJ,Aceita candidatos de fora","['RESTful', 'Node.js', 'MongoDB']",Não especificado,Remoto,PJ,3.500,RESTful,Node.js,MongoDB,,,,,,,,,
"Vencida, Desenvolvedor PHP, HTML5, CSS3 e WordPress Pleno","WordPress,CSS,JavaScript,PHP","DSOP,São Paulo,Pequena/média empresa,Até R$3.500,Pleno,CLT / PJ,Aceita candidatos de fora","['WordPress', 'CSS', 'JavaScript', 'PHP']",Pleno,Não Remoto,CLT / PJ,3.500,WordPress,CSS,JavaScript,PHP,,,,,,,,
"Vencida, Desenvolvedor(a) C# Jr e Pl",".NET,JavaScript,CSS,C#","Mindtek Inteligência e Tecnologia Ltda.,Rio de Janeiro,Pequena/média empresa,Até R$4.000,Pleno,CLT,Não aceita candidatos de fora","['.NET', 'JavaScript', 'CSS', 'C#']",Não especificado,Não Remoto,CLT,4.000,.NET,JavaScript,CSS,C#,,,,,,,,
"Vencida, Desenvolvedor Full Stack Pleno ","JavaScript,ReactJS,PHP,MySQL,Laravel","Dox Pay,São Paulo,Startup,Até R$5.000,Pleno,CLT,Aceita candidatos de fora","['JavaScript', 'ReactJS', 'PHP', 'MySQL', 'Laravel']",Pleno,Não Remoto,CLT,5.000,JavaScript,ReactJS,PHP,MySQL,Laravel,,,,,,,
"Vencida, Trainee - Analista Desenvolvedor","SQL,PHP,Laravel,JavaScript","i-Hunter Tecnologia,Rio de Janeiro,Pequena/média empresa,Até R$3.000,Júnior,CLT,Aceita candidatos de fora","['SQL', 'PHP', 'Laravel', 'JavaScript']",Não especificado,Não Remoto,CLT,3.000,SQL,PHP,Laravel,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack .NET Core 100% Remoto",".NET,JavaScript,jQuery,RESTful,C#","Rscomputer Soluções ,São Paulo,Pequena/média empresa,Até R$10.000,Pleno,PJ,Não aceita candidatos de fora","['.NET', 'JavaScript', 'jQuery', 'RESTful', 'C#']",Não especificado,Não Remoto,PJ,10.000,.NET,JavaScript,jQuery,RESTful,C#,,,,,,,
"Vencida, Desenvolvedor(a) de Software Junior - Backend/Core","C,HTML,JavaScript","Telcomanager Technologies,Rio de Janeiro,Pequena/média empresa,Júnior,CLT,Aceita candidatos de fora","['C', 'HTML', 'JavaScript']",Não especificado,Não Remoto,CLT,,C,HTML,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) PHP Pleno","UML,PHP,MySQL,Laravel","Autoconf,Curitiba,Startup,Pleno,PJ,Aceita candidatos de fora","['UML', 'PHP', 'MySQL', 'Laravel']",Pleno,Não Remoto,PJ,,UML,PHP,MySQL,Laravel,,,,,,,,
"Vencida, Desenvolvedor Frontend React Native","React Native,ReactJS,JavaScript","Mutual,Remoto,Startup,Até R$10.000,Sênior,PJ,Aceita candidatos de fora","['React Native', 'ReactJS', 'JavaScript']",Não especificado,Remoto,PJ,10.000,React Native,ReactJS,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor Back End","PHP,MySQL,JavaScript,Git,API","Imigrantes Bebidas,São Paulo,Pequena/média empresa,Até R$5.000,Pleno,CLT,Não aceita candidatos de fora","['PHP', 'MySQL', 'JavaScript', 'Git', 'API']",Não especificado,Não Remoto,CLT,5.000,PHP,MySQL,JavaScript,Git,API,,,,,,,
"Vencida, Desenvolvedor Net Pleno - SP",".NET,C#,UML,SQL Server","Realtask Tecnologia,Sao Paulo,Pequena/média empresa,Pleno,CLT,Não aceita candidatos de fora","['.NET', 'C#', 'UML', 'SQL Server']",Pleno,Não Remoto,CLT,,.NET,C#,UML,SQL Server,,,,,,,,
"Vencida, Desenvolvedor(a) Front-End Sênior","Sass,ReactJS,JavaScript,CSS","WebHub,São Paulo,Pequena/média empresa,Sênior,PJ,Não aceita candidatos de fora","['Sass', 'ReactJS', 'JavaScript', 'CSS']",Sênior,Não Remoto,PJ,,Sass,ReactJS,JavaScript,CSS,,,,,,,,
"Vencida, Desenvolvedor(a) Back-End Ruby on Rails","Ruby on Rails,PostgreSQL,MongoDB,JavaScript","Consulta Remédios,Remoto,Startup,Até R$12.000,Sênior,CLT / PJ,Aceita candidatos de fora","['Ruby on Rails', 'PostgreSQL', 'MongoDB', 'JavaScript']",Não especificado,Remoto,CLT / PJ,12.000,Ruby on Rails,PostgreSQL,MongoDB,JavaScript,,,,,,,,
"Vencida, Programador(a) .Net + C [Estágio]",".NET,C,SQL Server","Ecoscard,São Paulo,Pequena/média empresa,Até R$1.500,Júnior,Estágio,Aceita candidatos de fora","['.NET', 'C', 'SQL Server']",Não especificado,Não Remoto,Estágio,1.500,.NET,C,SQL Server,,,,,,,,,
"Vencida, Analista de TI (Desenvolvedor)","Vue.js,React Native,ReactJS,PHP,Laravel,Ionic","AGV Health & Nutrition,Vinhedo - SP,Grande empresa,Até R$3.000,Pleno,CLT,Aceita candidatos de fora","['Vue.js', 'React Native', 'ReactJS', 'PHP', 'Laravel', 'Ionic']",Não especificado,Não Remoto,CLT,3.000,Vue.js,React Native,ReactJS,PHP,Laravel,Ionic,,,,,,
"Vencida, Densenvolvedor Mobile - IOS /SP","Swift,SQL Server,iOS","Realtask Tecnologia,Sao Paulo,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora","['Swift', 'SQL Server', 'iOS']",Não especificado,Não Remoto,CLT,,Swift,SQL Server,iOS,,,,,,,,,
"Vencida, Desenvolvedor Mobile Android - Sp","Android,Kotlin,Java","Realtask Tecnologia,Sao Paulo,Pequena/média empresa,Pleno,CLT,Não aceita candidatos de fora","['Android', 'Kotlin', 'Java']",Não especificado,Não Remoto,CLT,,Android,Kotlin,Java,,,,,,,,,
"Vencida, Desenvolvedor C (a) Pleno","SQL,Linux,C","Nérus,Belo Horizonte,Pequena/média empresa,Até R$6.000,Pleno,CLT,Aceita candidatos de fora","['SQL', 'Linux', 'C']",Pleno,Não Remoto,CLT,6.000,SQL,Linux,C,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack - Ruby on Rails","Ruby on Rails,PostgreSQL,JavaScript","Portal Solar,Remoto,Pequena/média empresa,Até R$7.000,Pleno,CLT,Aceita candidatos de fora","['Ruby on Rails', 'PostgreSQL', 'JavaScript']",Não especificado,Remoto,CLT,7.000,Ruby on Rails,PostgreSQL,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor Net Pleno - RJ","SQL Server,C#,.NET","Realtask Tecnologia,Rio de Janiero,Pequena/média empresa,Pleno,CLT,Não aceita candidatos de fora","['SQL Server', 'C#', '.NET']",Pleno,Não Remoto,CLT,,SQL Server,C#,.NET,,,,,,,,,
"Vencida, Analista Desenvolvedor(a) PHP","PHP,MySQL,Laravel,JavaScript","Quadritech Tecnologia Ltda,Curitiba,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora","['PHP', 'MySQL', 'Laravel', 'JavaScript']",Não especificado,Não Remoto,CLT,5.000,PHP,MySQL,Laravel,JavaScript,,,,,,,,
"Vencida, Programador .Net Core, C#; Pleno","SQL Server,.NET,C,C#,Entity framework","Ecoscard,Remoto,Pequena/média empresa,Até R$4.000,Pleno,PJ,Aceita candidatos de fora","['SQL Server', '.NET', 'C', 'C#', 'Entity framework']",Pleno,Remoto,PJ,4.000,SQL Server,.NET,C,C#,Entity framework,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack PHP Sênior","ReactJS,PHP,MySQL,MongoDB,Node.js","WebHub,São Paulo,Pequena/média empresa,Sênior,PJ,Não aceita candidatos de fora","['ReactJS', 'PHP', 'MySQL', 'MongoDB', 'Node.js']",Sênior,Não Remoto,PJ,,ReactJS,PHP,MySQL,MongoDB,Node.js,,,,,,,
"Vencida, Engenheiro de Software Senior","PHP,MySQL,Docker,AWS EC2 (Elastic Compute Cloud)","1Doc Tecnologia,Florianópolis,Startup,Até R$8.000,Sênior,CLT / PJ,Aceita candidatos de fora","['PHP', 'MySQL', 'Docker', 'AWS EC2 (Elastic Compute Cloud)']",Não especificado,Não Remoto,CLT / PJ,8.000,PHP,MySQL,Docker,AWS EC2 (Elastic Compute Cloud),,,,,,,,
"Vencida, Desenvolvedor(a) Back-End Pleno","MySQL,Git,CSS","Grupo Neolife,Florianopolis,Startup,Pleno,PJ,Não aceita candidatos de fora","['MySQL', 'Git', 'CSS']",Pleno,Não Remoto,PJ,,MySQL,Git,CSS,,,,,,,,,
"Vencida, Desenvolvedor(a) FullStack Pleno","JavaScript,ReactJS,Node.js,Git,Docker","Dot.Lib,Rio de Janeiro,Pequena/média empresa,Pleno,CLT,Não aceita candidatos de fora","['JavaScript', 'ReactJS', 'Node.js', 'Git', 'Docker']",Pleno,Não Remoto,CLT,,JavaScript,ReactJS,Node.js,Git,Docker,,,,,,,
"Vencida, Software Engineer Senior","Ruby on Rails,ReactJS,JavaScript","GovPredict,Belo Horizonte,Pequena/média empresa,Até R$12.000,Sênior,PJ,Aceita candidatos de fora","['Ruby on Rails', 'ReactJS', 'JavaScript']",Não especificado,Não Remoto,PJ,12.000,Ruby on Rails,ReactJS,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack - Java","Java,Spring,JavaScript","Decision Group,São Paulo,Pequena/média empresa,Até R$10.000,Sênior,CLT,Aceita candidatos de fora","['Java', 'Spring', 'JavaScript']",Não especificado,Não Remoto,CLT,10.000,Java,Spring,JavaScript,,,,,,,,,
"Vencida, DESENVOLVEDOR(A) BACKEND PLENO","NoSQL,Git,AWS EC2 (Elastic Compute Cloud),API","Grupo SEB - CONEXIA,Ribeirão Preto,Grande empresa,Até R$12.000,Pleno,PJ,Aceita candidatos de fora","['NoSQL', 'Git', 'AWS EC2 (Elastic Compute Cloud)', 'API']",Pleno,Não Remoto,PJ,12.000,NoSQL,Git,AWS EC2 (Elastic Compute Cloud),API,,,,,,,,
"Vencida, Analista Desenvolvedor(a) Java","Java,SQL Server,jQuery,JSF,Hibernate,ECLiPSe","Soft Trade Soluções para Recursos Humanos,São Paulo,Pequena/média empresa,Até R$6.000,Pleno,CLT / PJ,Aceita candidatos de fora","['Java', 'SQL Server', 'jQuery', 'JSF', 'Hibernate', 'ECLiPSe']",Não especificado,Não Remoto,CLT / PJ,6.000,Java,SQL Server,jQuery,JSF,Hibernate,ECLiPSe,,,,,,
"Vencida, Analista Programador(a) .Net","SQL Server,.NET,C#,UML,Testes automatizados,ASP.NET MVC","Soft Trade Soluções para Recursos Humanos,São Paulo,Pequena/média empresa,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora","['SQL Server', '.NET', 'C#', 'UML', 'Testes automatizados', 'ASP.NET MVC']",Não especificado,Não Remoto,CLT / PJ,5.000,SQL Server,.NET,C#,UML,Testes automatizados,ASP.NET MVC,,,,,,
"Vencida, Desenvolvedor(a) Web PHP","CSS,Gulp,JavaScript,PHP,WordPress","Sinnapse,São Paulo,Pequena/média empresa,Até R$4.000,Pleno,PJ,Aceita candidatos de fora","['CSS', 'Gulp', 'JavaScript', 'PHP', 'WordPress']",Não especificado,Não Remoto,PJ,4.000,CSS,Gulp,JavaScript,PHP,WordPress,,,,,,,
"Vencida, Desenvolvedor(a) Java ","SQL Server,MySQL,jQuery,Java","Sonda DF,Goiânia,Grande empresa,Até R$5.000,Júnior,CLT,Não aceita candidatos de fora","['SQL Server', 'MySQL', 'jQuery', 'Java']",Não especificado,Não Remoto,CLT,5.000,SQL Server,MySQL,jQuery,Java,,,,,,,,
"Vencida, Desenvolvedor(a) Javascript Pleno","JavaScript,HTML,Git,CSS","mLearn Educação Móvel LTDA,Remoto,Startup,Até R$6.000,Pleno,PJ,Aceita candidatos de fora","['JavaScript', 'HTML', 'Git', 'CSS']",Pleno,Remoto,PJ,6.000,JavaScript,HTML,Git,CSS,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack - C#/.NET","Vue.js,jQuery,JavaScript,C#,.NET","Datamodus Tecnologia da Informação Ltda.,Remoto,Pequena/média empresa,Até R$3.000,Júnior,PJ,Não aceita candidatos de fora","['Vue.js', 'jQuery', 'JavaScript', 'C#', '.NET']",Não especificado,Remoto,PJ,3.000,Vue.js,jQuery,JavaScript,C#,.NET,,,,,,,
"Vencida, Desenvolvedor Mobile ","Swift,iOS,API,React Native,ReactJS","Mooven Consulting,São Paulo,Pequena/média empresa,Até R$12.000,Pleno,PJ,Aceita candidatos de fora","['Swift', 'iOS', 'API', 'React Native', 'ReactJS']",Não especificado,Não Remoto,PJ,12.000,Swift,iOS,API,React Native,ReactJS,,,,,,,
"Vencida, Desenvolvedor FullStack JS.","Node.js,ReactJS,JavaScript","MangoCinco,Florianopolis,Startup,Até R$10.000,Sênior,CLT / PJ,Aceita candidatos de fora","['Node.js', 'ReactJS', 'JavaScript']",Não especificado,Não Remoto,CLT / PJ,10.000,Node.js,ReactJS,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor Web","PostgreSQL,PHP,Node.js,MongoDB,JavaScript,Angular","Clinica da Obesidade,Lauro de Freitas,Pequena/média empresa,Até R$6.000,Pleno,CLT,Aceita candidatos de fora","['PostgreSQL', 'PHP', 'Node.js', 'MongoDB', 'JavaScript', 'Angular']",Não especificado,Não Remoto,CLT,6.000,PostgreSQL,PHP,Node.js,MongoDB,JavaScript,Angular,,,,,,
"Vencida, Desenvolvedor(a) JAVA","SQL Server,Java,Git,JSF","X2 Inteligência Digital,São Caetano do Sul,Pequena/média empresa,Até R$5.000,Pleno,PJ,Não aceita candidatos de fora","['SQL Server', 'Java', 'Git', 'JSF']",Não especificado,Não Remoto,PJ,5.000,SQL Server,Java,Git,JSF,,,,,,,,
"Vencida, Programador(a) PHP","JavaScript,PHP,MySQL,jQuery,CodeIgniter","Loja Virtual Desenvolvimento de Sistemas,Belo Horizonte,Pequena/média empresa,Pleno,CLT,Não aceita candidatos de fora","['JavaScript', 'PHP', 'MySQL', 'jQuery', 'CodeIgniter']",Não especificado,Não Remoto,CLT,,JavaScript,PHP,MySQL,jQuery,CodeIgniter,,,,,,,
