nome,tecnologia,outrosDetalhes
"Vencida, Desenvolvedor Java Pleno","HTML,SQL,JavaScript,Java","Altimus Desenvolvimento de Software Ltda,Blumenau,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor C#","TypeScript,JavaScript,C#,Angular","YOUNDER TECNOLOGIA E SERVICOS S.A.,São Paulo,Startup,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Software Engineer React Native","Git,React Native,JavaScript","Liv Up,São Paulo,Startup,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Front-End Software Engineer Pleno/Sênior","CSS,ReactJS,JavaScript","Liv Up,São Paulo,Startup,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Analista Programador Java Pleno / Sênior","Android,Web Services,Java","LOG PLANNING,Rio de Janeiro,Grande empresa,Até R$8.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor FullStack  C# ",".NET,ORACLE,jQuery,JavaScript,C#","CBYK,São Paulo,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Frontend Pleno","jQuery,HTML,CSS,JavaScript","Vianuvem,São Paulo,Startup,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .Net","SQL Server,SCRUM,.NET","CBYK,São Paulo,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor Backend Júnior","RESTful,API,Java","Vianuvem,São Paulo,Startup,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Programador(a) Java","Java,Spring,SCRUM,Maven POM,jQuery,API","CBYK,são Paulo,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .NET","SCRUM,.NET,SQL Server,C#","CBYK,sao paulo,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Programador PHP Back-end Pleno","MySQL,Laravel,JavaScript,Git,API,PHP","Venda.la,Ribeirão Preto,Startup,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Analista React Native - Jr","Git,SQL,Ionic","Pop Trade Marketing,São Paulo/SP,Pequena/média empresa,Até R$3.000,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Senior Java Developer","MongoDB,Java,Git,AWS S3","DUNAMIS TRADING GESTAO DE RECURSOS LTDA,sao paulo,Pequena/média empresa,Acima de R$18.000,Sênior,PJ,Não aceita candidatos de fora"
"Vencida, Front-End Engineer na CVC Digital","CSS,Node.js,ReactJS,Redux,JavaScript,Sass","cvc digital,Santo André,Grande empresa,Até R$12.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, PROGRAMADOR .NET ",".NET,JavaScript,Web API,SQL Server,CSS,C#","Pontual Systems,SÃO PAULO,Pequena/média empresa,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Estagiário(a) de desenvolvimento WEB","PHP,MySQL,JavaScript","Supercommerce S/A,Rio de Janeiro,Pequena/média empresa,Júnior,Estágio,Aceita candidatos de fora"
"Vencida, Desenvolvedor Javascript + PHP","PostgreSQL,PHP,Laravel,JavaScript,CSS","Campestrini Estudos e Planejamento LTDA,Curitiba,Pequena/média empresa,Até R$3.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Ruby on Rails","Ruby on Rails,PostgreSQL,API","Zee.Dog,Rio de Janeiro,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Frontend","JavaScript,HTML,CSS","Zee.Dog,Rio de Janeiro,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor Java Pleno","PLSQL,MySQL,Java","ZEN S.A.,Brusque,Grande empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, PHP Software Engineer","PHP,MySQL,JavaScript,Docker,CSS","HireFive,Remoto,Startup,Acima de R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java","Tomcat,SQL Server,Spring,RESTful,Java,Git","Nova Tendência Informática Ltda,São Paulo,Pequena/média empresa,Até R$12.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor .NET Junior","SQL Server,.NET,jQuery,JavaScript,C#","Locusprime,Belo Horizonte,Startup,Até R$4.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Engenheiro de Dados","Java,AWS RDS (Relational Database Service),AWS EC2 (Elastic Compute Cloud),API","Conductor,Alphaville, Barueri,Grande empresa,Até R$7.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor Pleno","RESTful,Node.js,Java,API","Conductor,Alphaville, Barueri,Grande empresa,Até R$7.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Analista De Sistemas","API,JavaScript,MySQL,Python,PHP","AMERICATRACK SISTEMA DE LOGISTICA E MONITORAMENTO LTDA – ME,Belo Horizonte,Pequena/média empresa,Sênior,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolver Front-End Wordpress","WordPress,JavaScript,HTML,Git,CSS","Gaud,Curitiba,Pequena/média empresa,Até R$2.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Programador(a) .NET Full Stack - Alocação no cliente",".NET,JavaScript,SQL Server,ReactJS","Spirit Soluções ,são paulo,Pequena/média empresa,Até R$8.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvimento FrontEnd VUE","JavaScript,HTML,Git,CSS","Brunsker Tecnologia LTDA,Belo Horizonte,Pequena/média empresa,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .NET Pleno",".NET,JavaScript,PostgreSQL,C#","REF Spatial ,Belo Horizonte,Pequena/média empresa,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor Javascript Sênior","CSS,Ruby on Rails,JavaScript,Git","Story Touch,Remoto,Startup,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedorx js Angular+Ionic  2+ anos de experiência","Angular,JavaScript,HTML,Ionic","inbox,São Paulo,Pequena/média empresa,Até R$5.000,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Pleno","Vue.js,CSS,JavaScript,HTML","Lockey,Belo Horizonte,Startup,Até R$4.000,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Sênior","jQuery,JavaScript,CSS,PHP,MySQL","GRUPO BLB BRASIL,Ribeirão Preto,Pequena/média empresa,Até R$7.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor Full Stack Pleno","PHP,MySQL,jQuery,JavaScript,HTML,CSS","GRUPO BLB BRASIL,Ribeirão Preto,Pequena/média empresa,Até R$5.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP","Web Services,PHP,Laravel,Git,API","DISYS DO BRASIL,São Paulo,Grande empresa,Até R$12.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida,  Desenvolvedor Unity","Unity3D Asset,Unity,C#,ARKit,Android","Flex Interativa,São Paulo,Pequena/média empresa,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolver(a) NodeJS Pleno","Node.js,JavaScript,Angular","Deskfy,São Leopoldo - RS,Startup,Até R$7.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor .Net",".NET,JavaScript,C#,ASP.NET Core","E-xyon,Rio de Janeiro,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida,  Desenvolvedor(a) PHP (Pleno)","PostgreSQL,PHP,Laravel,JavaScript","eCombs,Caxias do Sul,Startup,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Delphi","SQL,Delphi,Java","Oficina de Talentos ,Ribeirão Preto,Pequena/média empresa,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Asp.Net C#",".NET,MySQL,JavaScript,C#","Fisher,São Paulo,Startup,Até R$10.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a)  iOS","Swift,iOS,Testes automatizados","New Way,Bauru,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor .NET Pleno",".NET,JavaScript,CSS,C#,Angular,HTML","Inforce Informática Ltda.,Rio de Janeiro,Pequena/média empresa,Até R$5.000,Pleno,CLT / PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor PHP Pleno","WordPress,PHP,Laravel,JavaScript,HTML,CSS","Inforce Informática Ltda.,Rio de Janeiro,Pequena/média empresa,Até R$3.000,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Web Design (Angular/Ionic)","Photoshop,HTML,CSS,JavaScript","Tolentinos,Belo horizonte,Pequena/média empresa,Até R$1.000,Júnior,Estágio,Não aceita candidatos de fora"
"Vencida, Programador(a) PHP","PHP,MySQL,Laravel","More Network Marketing,Goiânia,Pequena/média empresa,Até R$3.000,Júnior,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Node.js","JavaScript,PLSQL,Node.js,Angular","Sinqia SA,São Paulo,Pequena/média empresa,Até R$10.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java","SQL Server,Node.js,JavaScript,Java,Angular","Sinqia SA,São Paulo,Pequena/média empresa,Até R$10.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .Net","C#,ORACLE,.NET","Sinqia SA,São Paulo,Pequena/média empresa,Até R$8.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java","Java,Spring,Angular,JavaScript","Sinqia SA,São Paulo,Pequena/média empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor Full Stack","SQL,JavaScript,Java","CTS HC,Belo Horizonte,Pequena/média empresa,Até R$4.000,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-End Pleno","JavaScript,ReactJS,CSS","B8One,São Paulo,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedorx Ruby on Rails Freela 60h","Ruby on Rails,RESTful,PostgreSQL","COOLTZ,Remoto,Startup,Até R$7.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, DESENVOLVEDOR(A) FRONTEND - VueJS + PHP","Vue.js,PHP,JavaScript","MAGEDA,São Paulo,Pequena/média empresa,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor C# Senior","Web API,Design Pattern,C#","Consultoria Contato Gestão de Pessoas,Florianópolis  ,Pequena/média empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .NET Pleno","C#,Git,.NET","Consultoria Contato Gestão de Pessoas,Florianópolis  ,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor SQL Pleno","Cloud,AWS EC2 (Elastic Compute Cloud),SQL","Consultoria Contato Gestão de Pessoas,Florianópolis  ,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Analista Desenvolvedor Pleno","Python,C#,JavaScript,.NET,Angular","Aka Tecnologia,São Paulo,Startup,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor Java Pleno","JavaEE,Java,HTML,CSS","Consultoria Contato Gestão de Pessoas,Florianópolis  ,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP","Git,Design Pattern,API,Symfony,PHP","4YOU2,São Paulo,Pequena/média empresa,Até R$3.500,Júnior,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor front-end","WordPress,Sass,jQuery,JavaScript,HTML,CSS","Capiba Comunicação,Recife,Pequena/média empresa,Até R$1.500,Júnior,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-end",".NET,PHP,ORACLE,Visual Basic,SQL Server","EMPRESA DE ÔNIBUS PASSARO MARRON,Guarulhos, SP,Grande empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-end","SQL Server,PHP,ORACLE,.NET,Visual Basic","EMPRESA DE ÔNIBUS PASSARO MARRON,Guarulhos, SP,Grande empresa,Até R$3.000,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Estágio em desenvolvimento Front-end","jQuery,JavaScript,HTML,CSS","Capiba Comunicação,Recife,Pequena/média empresa,Júnior,Estágio,Não aceita candidatos de fora"
"Vencida, Lead Software Engineer","JavaScript,Ruby on Rails,ReactJS","GovPredict,Belo Horizonte,Pequena/média empresa,Até R$15.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack","ReactJS,PostgreSQL,JavaScript,HTML,C#","Agrotools,São Paulo,Pequena/média empresa,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack","SQL Server,JavaScript,CSS,ASP.NET MVC","CredPay,Sao Caetano do Sul,Startup,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Programador(a) PHP","PHP,MySQL,JavaScript","Grupo educamais,são paulo,Pequena/média empresa,Até R$3.500,Pleno,CLT / PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Web PHP","PHP,SQL,Laravel,JavaScript,Git,CSS","Slice TI,São Paulo,Pequena/média empresa,Até R$6.000,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor Frontend Pleno","JavaScript,HTML,CSS,API","Interfy,São Paulo,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor PHP - Javascript - HTML5","CSS,PHP,MySQL,JavaScript,Git","Ocean Drop ,Balneário Camboriú ,Pequena/média empresa,Até R$4.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Líder Técnico/Desenvolvedor Sênior FULL STACK - PHP Laravel","PHP,Laravel,Angular,JavaScript,MySQL","Tolentinos,Belo Horizonte ,Pequena/média empresa,Até R$6.000,Sênior,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor .Net Full Stack","CSS,.NET,JavaScript,SQL,MongoDB,C#","Ellevo Soluções em Tecnologia da Informação LTDA,Blumenau,Pequena/média empresa,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Senior web/mobile front-end developer","JavaScript,Vue.js,ReactJS","Getrak,Belo Horizonte,Pequena/média empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Programador PHP Sênior","CSS,SQL,PHP,JavaScript,Ajax","Optima Intercâmbio,Minas Gerais,Pequena/média empresa,Até R$5.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP Pleno/Sênior","JavaScript,PHP,MySQL,Laravel,JSON","Encontre Sua Franquia,Belo Horizonte,Pequena/média empresa,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Nodejs Senior","RESTful,Node.js,MongoDB","Zeeh Tech,Curitiba,Startup,Até R$8.000,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python Pleno","Python,MySQL,Flask","Cloudia,Remoto,Startup,Até R$4.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Programador(a) Java","Spring,ReactJS,JavaScript,Java,CSS","Fiorde Assessoria e Despachos Ltda.,São Paulo,Pequena/média empresa,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) React Mobile e Web Senior","React Native,ReactJS,JavaScript,PHP","Jump Tecnologia,Remoto,Startup,Até R$10.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Mobile Android ","Java,Git,Android","Jump Tecnologia,Rio de Janeiro,Startup,Até R$8.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack JavaScript + Node Pleno","JavaScript,MySQL,Angular,Node.js","Cloudia,Remoto,Startup,Até R$4.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, DESENVOLVEDOR(A) WEB (PHP + HTML)","PHP,JavaScript,HTML","Phoneline Telecom,SÃO JOSE DO RIO PRETO,Pequena/média empresa,Até R$8.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor Front End","JavaScript,HTML,CSS,C#","DISYS DO BRASIL,São Paulo,Grande empresa,Até R$10.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Mobile","React Native,Java,Android","Hatsu,CAMPINAS,Startup,Até R$3.500,Júnior,PJ,Não aceita candidatos de fora"
"Vencida, Especialista em Android","Android,Git,Java,Python","Lenscope,Campinas,Startup,Até R$4.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor .NET Pleno",".NET,SQL Server,C#","Nexxys,São Paulo,Startup,Até R$8.000,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Programador Back End JR","PHP,MySQL,HTML","Web Produtora,canoas,Startup,Até R$2.000,Júnior,Estágio,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-end","PHP,Photoshop,JavaScript,HTML,CSS","JN2 E-commerce,Belo Horizonte,Pequena/média empresa,Até R$5.000,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) React Native","React Native,JavaScript,Git,iOS,Android","Treeze,São Paulo,Startup,Até R$6.000,Júnior,CLT / PJ,Não aceita candidatos de fora"
"Vencida, Front-end Developer","JavaScript,jQuery,CSS,Vue.js","Uello,São Paulo,Startup,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor Web/Mobile","ReactJS,JavaScript,API,Angular","LoopBox,Brasília,Startup,Até R$2.500,Júnior,PJ,Não aceita candidatos de fora"
"Vencida, Programador(a) - Front-End - Pleno","WordPress,ReactJS,JavaScript,HTML,CSS","top(node),São Paulo,Startup,Até R$4.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor Java Sênior","SQL,Spring,Java,API","Groove.Tech,Santana de Parnaíba/SP,Pequena/média empresa,Até R$12.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor Android Nativo Sênior","Git,Kotlin,Android","Groove.Tech,Santo André,Pequena/média empresa,Até R$12.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor Full Stack ","MySQL,Linux,Git,PHP","PR Newswire,São Paulo,Grande empresa,Até R$6.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor Backend PHP","AgilePHP,API,MySQL,PHP,RESTful","Uello,São Paulo,Startup,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Programador - PHP - Pleno","Symfony,PHP,MySQL,jQuery,Apache","top(node),São Paulo,Startup,Até R$5.000,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Android nativo ","Kotlin,Java,API,Android","MachineAir,São Paulo,Startup,Até R$7.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor Back- end","PHP,MySQL,Laravel,JavaScript,CSS","Linkmex,São Paulo,Pequena/média empresa,Até R$2.500,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Front End Developer","CSS,Redux,ReactJS,HTML,JavaScript","BELEZA NA WEB,São Paulo,Pequena/média empresa,Até R$15.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-End","WordPress,JavaScript,HTML,CSS","Doze Comunicação,Barueri,Pequena/média empresa,Até R$2.500,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) React Pleno","CSS,ReactJS,JavaScript","Meu Atendimento,Fortaleza,Startup,Até R$3.500,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP","JavaScript,ReactJS,PHP,MySQL,CSS","Digital Republic,São Paulo,Pequena/média empresa,Até R$5.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Programador(a) Front End + Vue.js","CSS,HTML,JavaScript,Testes unitários,Vue.js","Tradesquash,Remoto,Pequena/média empresa,Até R$6.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Programador(a) PHP","CSS,jQuery,JSON,MySQL,PHP","Espaço Cabine,Belo Horizonte,Pequena/média empresa,Júnior,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) em PHP / Laravel - JSON","Angular,CSS,JSON,Laravel,PHP","PTCODE,Remoto,Startup,Até R$3.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor ReactJS (Manaus - AM)","CSS,HTML,JavaScript,ReactJS","Agrosmart,Manaus,Startup,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Net SR",".NET,JavaScript,CSS","Granito Soluções em Pagamento SA,São Paulo,Startup,Até R$10.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Full-stack web developer (asp.net c#)",".NET,JavaScript,CSS","Ideia no Ar,Curitiba,Pequena/média empresa,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, DESENVOLVEDOR(A) FRONTEND","JavaScript,Git,HTML,Vue.js","OW INTERACTIVE ,Ribeirão Preto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .Net C# Sênior","C#,MongoDB,.NET,SQL Server,JavaScript","Lyncas,Jaraguá do Sul,Pequena/média empresa,Até R$8.000,Sênior,CLT / PJ,Não aceita candidatos de fora"
"Vencida, Analista de Sistemas Pleno","Java,Angular,NoSQL,PostgreSQL,RESTful","ATLANTA TECNOLOGIA,Fortaleza,Pequena/média empresa,Até R$3.500,Pleno,CLT / PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Salesforce","Apex,HTML,Java,Salesforce","Everymind Consultoria e Sistemas Ltda.,São Paulo,Pequena/média empresa,Até R$8.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .NET",".NET,Angular,JavaScript,SQL Server","OSBR - Optimus Serviços do Brasil,São Paulo,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor React Native","JavaScript,CSS,ReactJS,React Native","Everymind Consultoria e Sistemas Ltda.,São Paulo,Pequena/média empresa,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Programador(a) ","CSS,HTML,JavaScript","Union Software ,Indaiatuba ,Pequena/média empresa,Até R$3.500,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP","CSS,Laravel,PHP,SQL,TypeScript","Codificar Sistemas Tecnológicos LTDA,Remoto,Pequena/média empresa,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a)  React","CSS,HTML,JavaScript,JSX,ReactJS,React Native","Codificar Sistemas Tecnológicos LTDA,Remoto,Pequena/média empresa,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Programador PHP com ênfase em SEO","CSS,Google Analytics,JavaScript,PHP,WordPress","Next4 Agência Digital,São Paulo,Pequena/média empresa,Até R$2.500,Júnior,PJ,Não aceita candidatos de fora"
"Vencida, Programador(a)","Laravel,MySQL,PHP","Grupo Gracom ,Campinas ,Pequena/média empresa,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
